YEAR,MONTH,DAY,HOUR,MINUTE,LATITUDE,LONGITUDE,LOCATION_NAME,COUNTRY,REGION,CAUSE,EVENT_VALIDITY,EQ_MAGNITUDE,EQ_DEPTH,TS_INTENSITY
2009,9,29,17,48,-15.489,-172.095,SAMOA ISLANDS,SAMOA,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,8.1,18,
2010,1,3,21,48,-8.743,157.477,SOLOMON ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,6.6,26,
2010,1,3,22,36,-8.799,157.346,SOLOMON ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.1,25,
2004,2,11,8,15,31.675,35.551,DEAD SEA,JORDAN,Mediterranean Sea,Earthquake,Definite Tsunami,5.3,27,
2010,1,5,12,15,-9.019,157.551,SOLOMON ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,6.8,15,
2010,1,12,21,53,18.457,-72.533,HAITI & DOMINICAN REPUBLIC,HAITI,Caribbean Sea,Earthquake and Landslide,Definite Tsunami,7,13,
2010,2,27,6,34,-36.122,-72.898,CENTRAL CHILE,CHILE,West Coast of South America,Earthquake,Definite Tsunami,8.8,23,
2010,4,6,22,15,2.383,97.048,SUMATRA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,7.8,31,
2010,3,11,14,39,-34.29,-71.891,CENTRAL CHILE,CHILE,West Coast of South America,Earthquake,Definite Tsunami,6.9,11,
2010,2,26,20,31,25.93,128.425,RYUKYU ISLANDS,JAPAN,Japan,Earthquake,Probable Tsunami,7,25,
2010,4,13,,,-9.282,-77.645,"513 LAKE, HUALCAN GLACIER",PERU,West Coast of South America,Landslide,Event that only caused a seiche or disturbance in an inland river,,,
2005,2,14,18,5,15.775,-61.744,DOMINICA PASSAGE,GUADELOUPE (FRENCH TERRITORY),Caribbean Sea,Earthquake,Probable Tsunami,5.8,12,
1910,11,10,12,19,-14,166.5,VANUATU ISLANDS,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Probable Tsunami,7.2,90,
1902,1,18,23,23,14.71,-91.59,OCOSA,GUATEMALA,West Coast of North and Central America,Questionable Earthquake,Very Doubtful Tsunami,6.3,,
1902,4,19,2,23,14,-91,OCOS,GUATEMALA,West Coast of North and Central America,Earthquake,Event that only caused a seiche or disturbance in an inland river,7.5,33,
2010,6,12,19,26,7.881,91.936,LITTLE NICOBAR ISLAND,INDIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,7.5,35,
1996,4,24,8,0,46.73,7.97,LAKE BRIENZ,SWITZERLAND,Mediterranean Sea,Unknown,Event that only caused a seiche or disturbance in an inland river,,,
1901,10,8,2,16,11,-86.5,NICARAGUA,NICARAGUA,West Coast of North and Central America,Earthquake,Probable Tsunami,7,,
1897,6,12,11,6,26,91,ASSAM,INDIA,Indian Ocean (including west coast of Australia),Earthquake,Event that only caused a seiche or disturbance in an inland river,18.7,,
1949,12,17,6,53,-54,-71,SOUTHERN CHILE,CHILE,West Coast of South America,Earthquake,Very Doubtful Tsunami,7.8,33,
2010,8,10,5,23,-17.541,168.069,VANUATU ISLANDS,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.2,25,
2010,8,13,21,19,12.484,141.476,"GUAM, MARIANA ISLANDS",USA TERRITORY,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,6.9,10,
2010,10,25,14,42,-3.487,100.082,SUMATRA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,7.8,20,
2010,12,21,17,19,26.901,143.698,BONIN ISLANDS,JAPAN,Japan,Earthquake,Definite Tsunami,7.4,14,
1542,12,10,,,37.07,15.3,"SICILY, ITALY",ITALY,Mediterranean Sea,Earthquake,Probable Tsunami,6.6,,
2010,12,25,13,16,-19.702,167.947,VANUATU ISLANDS,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.3,16,
2011,2,21,23,51,-43.583,172.68,SOUTH ISLAND,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake and Landslide,Questionable Tsunami,6.1,6,
2011,2,11,20,5,-36.474,-73.125,CENTRAL CHILE,CHILE,West Coast of South America,Earthquake,Definite Tsunami,6.8,28,
1869,8,21,16,40,-21,-70,NORTHERN CHILE,CHILE,West Coast of South America,Earthquake,Very Doubtful Tsunami,6.8,,0
2011,3,9,2,45,38.435,142.842,HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,7.5,32,
1584,3,17,,,-11.8,-77.8,PERU,PERU,West Coast of South America,Earthquake,Questionable Tsunami,8.4,30,
2011,3,11,5,46,38.297,142.372,HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,9.1,30,
1872,,,,,27.07,142.21,BONIN ISLANDS [CHICHIJIMA ISLAND],JAPAN,Japan,Earthquake,Probable Tsunami,,,2
1981,3,4,21,58,38.209,23.288,GULF OF CORINTH,GREECE,Mediterranean Sea,Earthquake,Probable Tsunami,6.4,29,
1646,6,9,,,37.7,141.7,SANRIKU,JAPAN,Japan,Earthquake,Very Doubtful Tsunami,7.6,,
1899,10,7,,,35.1,138.75,TAGONOURA,JAPAN,Japan,Unknown,Questionable Tsunami,,,1
2011,1,9,10,3,-19.157,168.311,VANUATU ISLANDS,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,6.5,24,
1964,5,7,20,13,40.4,139,NW. HONSHU ISLAND,JAPAN,Japan,Earthquake,Probable Tsunami,6.6,,-3
2011,7,10,0,57,38.034,143.264,OFF EAST COAST OF HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,7,23,
2011,6,24,3,9,52.05,-171.836,"ATKA, ALEUTIAN ISLANDS, AK",USA,Alaska (including Aleutian Islands),Earthquake,Definite Tsunami,7.3,52,
1855,12,3,,,32.5,134.5,NANKAIDO,JAPAN,Japan,Earthquake,Very Doubtful Tsunami,7,,
1992,8,11,15,14,32.536,141.641,,JAPAN,Japan,Earthquake,Very Doubtful Tsunami,6.3,16,
1994,5,24,4,0,23.959,122.448,TAIWAN,TAIWAN,"China, North and South Korea, Philippines, Taiwan",Earthquake,Very Doubtful Tsunami,6.5,16,
2011,7,6,19,3,-29.539,-176.34,KERMADEC ISLANDS,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,7.6,17,
1671,2,27,,,33.4,134.7,NANKAIDO,JAPAN,Japan,Earthquake,Very Doubtful Tsunami,6.9,,
1730,11,10,,,36.2,142.2,KASHIMA,JAPAN,Japan,Earthquake,Very Doubtful Tsunami,7.6,,
2011,4,7,14,32,38.276,141.588,E. COAST HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,7.1,42,
2011,8,20,18,19,-18.311,168.218,VANUATU ISLANDS,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7,28,
2011,8,20,16,55,-18.365,168.143,VANUATU ISLANDS,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.1,32,
2011,9,2,10,55,52.171,-171.708,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",USA,Alaska (including Aleutian Islands),Earthquake,Definite Tsunami,6.8,32,
2007,11,29,19,0,14.944,-61.274,MARTINIQUE,MARTINIQUE (FRENCH TERRITORY),Caribbean Sea,Earthquake,Very Doubtful Tsunami,7.4,156,
1990,2,8,7,15,9.755,124.694,PHILIPPINES,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,6.6,26,
2011,10,21,17,57,-28.993,-176.238,KERMADEC ISLANDS,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,7.4,33,
2012,3,20,18,2,16.493,-98.231,S. MEXICO,MEXICO,West Coast of North and Central America,Earthquake,Definite Tsunami,7.4,20,
2012,3,14,9,8,40.887,144.944,HOKKAIDO ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,6.9,12,
2001,1,13,17,33,13.049,-88.66,EL SALVADOR,EL SALVADOR,West Coast of North and Central America,Earthquake,Probable Tsunami,7.7,60,
2012,4,11,8,38,2.327,93.063,OFF W. COAST OF N SUMATRA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,8.6,20,
2012,4,11,10,43,0.802,92.463,OFF W. COAST OF N SUMATRA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,8.2,25,
2012,4,14,22,5,-18.972,168.741,VANUATU ISLANDS,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,6.3,11,
2012,2,2,13,34,-17.827,167.133,VANUATU ISLANDS,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7,23,
1897,9,20,19,6,6,122,SULU SEA,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Very Doubtful Tsunami,8.6,33,1
1852,1,9,,,-6.5,105.5,JAVA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Probable Tsunami,6.5,150,0.5
1897,10,18,23,48,12,126,SAMAR ISLAND,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Probable Tsunami,8.1,33,1.5
1900,1,10,,,1.82,127.85,"GALELA, HALMAHERA ISLAND",INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Very Doubtful Tsunami,,,0
2012,8,27,4,37,12.139,-88.59,EL SALVADOR-NICARAGUA,EL SALVADOR,West Coast of North and Central America,Earthquake,Definite Tsunami,7.3,28,
2012,8,31,12,47,10.811,126.638,PHILIPPINE ISLANDS,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,7.6,28,
2012,9,5,14,42,10.085,-85.315,COSTA RICA,COSTA RICA,West Coast of North and Central America,Earthquake,Definite Tsunami,7.6,35,
1919,6,29,23,14,12.33,-88.291,GULF OF FONSECA,NICARAGUA,West Coast of North and Central America,Earthquake,Probable Tsunami,6.6,20,
1883,5,20,,,-6.004,106.781,"HORN ISLAND [AYER ISLAND], JAKARTA",INDONESIA,Indian Ocean (including west coast of Australia),Unknown,Very Doubtful Tsunami,,,1
2012,11,7,16,35,13.988,-91.895,GUATEMALA,GUATEMALA,West Coast of North and Central America,Earthquake,Definite Tsunami,7.3,24,
2012,12,28,,,31.256,110.733,"ZHAOJUN BRIDGE, HUBEI PROVINCE",CHINA,"China, North and South Korea, Philippines, Taiwan",Landslide,Event that only caused a seiche or disturbance in an inland river,,,
2012,12,7,8,18,37.89,143.949,OFF EAST COAST OF HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,7.2,31,
2012,10,28,3,4,52.788,-132.101,BRITISH COLUMBIA,CANADA,West Coast of North and Central America,Earthquake,Definite Tsunami,7.7,14,
1965,2,19,,,-41.755,-72.396,SOUTHERN CHILE,CHILE,West Coast of South America,Volcano and Landslide,Event that only caused a seiche or disturbance in an inland river,,,
2013,1,5,8,58,55.393,-134.652,"SE. ALASKA, AK",USA,Alaska (including Aleutian Islands),Earthquake,Definite Tsunami,7.5,10,
2013,2,8,15,26,-10.928,166.018,SANTA CRUZ ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7,21,
1853,10,3,,,26.2,127.6,OKINAWA ISLAND,JAPAN,Japan,Earthquake,Questionable Tsunami,,,1
2013,2,6,1,12,-10.766,165.114,SANTA CRUZ ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,17.9,24,
2013,4,19,3,5,46.221,150.788,S. KURIL ISLANDS,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Questionable Tsunami,7.2,110,
1513,,,,,-17.2,-72.3,CALLAO,PERU,West Coast of South America,Earthquake,Questionable Tsunami,8.7,,3
1868,8,14,1,30,-18.6,-71,NORTHERN CHILE,CHILE,West Coast of South America,Earthquake,Definite Tsunami,8.5,,
1765,,,,,-33.05,-71.617,CENTRAL CHILE,CHILE,West Coast of South America,Earthquake,Very Doubtful Tsunami,,,2
2013,7,21,5,9,-41.704,174.337,COOK STRAIT,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,6.5,17,
1837,8,9,,,16.86,-99.88,ACAPULCO,MEXICO,West Coast of North and Central America,Earthquake,Questionable Tsunami,6.5,,0
1856,9,,,,35.6,139.7,TOKYO BAY,JAPAN,Japan,Meteorological,Questionable Tsunami,,,0
1088,5,13,,,39.64,141.96,"MIYAKO, IWATE PREFECTURE",JAPAN,Japan,Earthquake,Probable Tsunami,,,1.5
1837,10,18,,,19.45,-99.15,MEXICO CITY,MEXICO,West Coast of North and Central America,Earthquake,Questionable Tsunami,7,,0
1680,9,28,,,34.6,137.6,TOTOMI-NADA,JAPAN,Japan,Earthquake,Questionable Tsunami,,,2
2004,11,22,20,26,-46.676,164.721,PUYSEGUR TRENCH,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,7.1,10,
2013,8,16,2,31,-41.731,174.027,WELLINGTON,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,6.5,10,
2013,9,24,,,25.18,62.26,OFF COAST GWADAR,PAKISTAN,Indian Ocean (including west coast of Australia),Earthquake and Landslide,Definite Tsunami,,47,
1855,2,11,12,0,-39.2,177.6,,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake and Landslide,Questionable Tsunami,5.5,25,
1868,10,18,12,35,-40.2,173,,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,7.6,12,
1880,9,8,9,30,-38.85,178.85,GISBORNE,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Probable Tsunami,7,12,
1895,8,18,6,57,-38.8,176,"LAKE TAUPO, NORTH ISLAND",NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake and Landslide,Definite Tsunami,6,12,
1993,6,18,11,52,-28.886,-176.819,KERMADEC ISLANDS,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Very Doubtful Tsunami,6.6,20,
2013,10,25,17,10,37.2,144.6,E. COAST HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,7.1,10,
1840,7,28,,,-36.836,175.692,WHITIANGA,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Event that only caused a seiche or disturbance in an inland river,,,
2002,11,4,,,-44.7,169.2,ALBERT TOWN,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Landslide,Event that only caused a seiche or disturbance in an inland river,,,
2013,11,17,9,4,-60.274,-46.401,SCOTIA SEA,ANTARCTICA,Southwest Atlantic Ocean,Earthquake,Definite Tsunami,7.7,10,
1971,3,19,,,-11.116,-76.5,CHUNGAR,PERU,West Coast of South America,Landslide,Event that only caused a seiche or disturbance in an inland river,,,
1956,3,2,22,43,-38.9,175.8,"LAKE TAUPO, NORTH ISLAND",NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Event that only caused a seiche or disturbance in an inland river,5.3,,
2014,3,16,21,16,-19.965,-70.814,NORTHERN CHILE,CHILE,West Coast of South America,Earthquake,Definite Tsunami,6.7,21,
2014,4,19,13,29,-6.755,155.024,SOLOMON SEA,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.5,43,
1601,9,8,1,,46.8,8.5,,SWITZERLAND,Mediterranean Sea,Earthquake,Event that only caused a seiche or disturbance in an inland river,6.2,,
1899,10,19,9,16,-5,148,BISMARCK SEA,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Questionable Tsunami,,,1.5
2014,4,13,12,36,-11.463,162.051,SOLOMON ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.4,39,
2014,4,18,14,28,17.397,-100.972,S. MEXICO,MEXICO,West Coast of North and Central America,Earthquake,Definite Tsunami,7.2,24,
1953,3,25,,,32.1,139.85,MYOJINSHO SUBMARINE VOLCANO,JAPAN,Japan,Volcano,Definite Tsunami,,,-1
2014,4,3,2,43,-20.571,-70.493,NORTHERN CHILE,CHILE,West Coast of South America,Earthquake,Definite Tsunami,7.7,22,
2014,4,12,20,14,-11.27,162.148,SOLOMON ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.6,23,
2014,4,1,23,46,-19.61,-70.769,NORTHERN CHILE,CHILE,West Coast of South America,Earthquake,Definite Tsunami,8.2,25,
2014,6,23,20,53,51.849,178.735,"ALEUTIAN ISLANDS, AK",USA,Alaska (including Aleutian Islands),Earthquake,Definite Tsunami,7.9,109,
2014,6,23,19,20,-29.977,-177.725,"S OF RAOUL ISLAND, KERMADEC ISLANDS",NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,6.9,20,
1963,10,9,21,39,46.267,12.329,"VAJONT DAM, VAJONT RIVER",ITALY,Mediterranean Sea,Landslide,Event that only caused a seiche or disturbance in an inland river,,,
1904,12,20,5,44,9.2,-82.8,BOCAS DEL TORO,PANAMA,Caribbean Sea,Earthquake,Questionable Tsunami,7.2,,
2014,7,11,19,23,37.005,142.453,SANRIKU,JAPAN,Japan,Earthquake,Definite Tsunami,6.5,20,
1994,6,4,0,57,-10.777,113.366,SOUTH OF JAVA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Questionable Tsunami,6.5,11,
2014,7,25,10,55,58.306,-136.96,"PALMA BAY, AK",USA,Alaska (including Aleutian Islands),Earthquake,Definite Tsunami,6.1,10,
2014,10,9,2,14,-32.108,-110.811,EASTER ISLAND REGION,CHILE,West Coast of South America,Earthquake,Definite Tsunami,7,16,
2014,11,15,2,32,1.893,126.522,N. MOLUCCAS ISLANDS,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Probable Tsunami,7.1,45,
2015,2,16,23,6,39.856,142.881,HONSHU,JAPAN,Japan,Earthquake,Definite Tsunami,6.7,23,
2015,3,29,23,48,-4.729,152.562,BISMARCK SEA,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.5,41,
1950,4,30,23,49,6.5,-83,OFF COAST,PANAMA,West Coast of North and Central America,Earthquake,Event that only caused a seiche or disturbance in an inland river,,,
2015,2,19,13,18,-16.431,168.148,VANUATU ISLANDS,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,6.4,10,
2015,5,2,16,51,31.529,140.213,S. OF HONSHU ISLAND,JAPAN,Japan,Earthquake,Probable Tsunami,5.7,10,
2015,5,5,1,44,-5.462,151.875,NEW BRITAIN,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Probable Tsunami,7.5,55,
2015,7,10,4,12,-9.307,158.403,SOLOMON ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,6.7,12,
2015,7,18,2,28,-10.401,165.141,SANTA CRUZ ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7,11,
1905,1,20,18,23,9.85,-84.68,GULF OF NICOYA,COSTA RICA,West Coast of North and Central America,Earthquake,Questionable Tsunami,6.8,,
2015,7,27,4,49,52.214,-169.399,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",USA,Alaska (including Aleutian Islands),Earthquake,Definite Tsunami,6.9,23,
2015,9,16,22,55,-31.573,-71.674,CENTRAL CHILE,CHILE,West Coast of South America,Earthquake,Definite Tsunami,8.3,22,
2015,11,13,20,51,31.001,128.873,JAPAN,JAPAN,Japan,Earthquake,Definite Tsunami,6.7,12,
2015,11,17,7,10,38.67,20.6,IONIAN SEA,GREECE,Mediterranean Sea,Earthquake and Landslide,Definite Tsunami,6.5,11,
2015,11,11,1,54,-29.46,-72.12,CENTRAL CHILE,CHILE,West Coast of South America,Earthquake,Definite Tsunami,6.9,33,
2016,3,2,12,49,-4.952,94.33,SW. SUMATRA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,7.8,24,
2016,4,16,23,58,0.35,-80.16,OFF COAST,ECUADOR,West Coast of South America,Earthquake,Definite Tsunami,7.8,17,
1993,3,12,14,1,-14.385,-178.252,FUTUNA,WALLIS AND FUTUNA (FRENCH TERRITORY),"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Probable Tsunami,6.4,10,
1694,4,,,,25,121.5,TAIWAN,TAIWAN,"China, North and South Korea, Philippines, Taiwan",Earthquake,Event that only caused a seiche or disturbance in an inland river,5.5,,
2016,4,28,19,33,-16.043,167.379,VANUATU ISLANDS,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Probable Tsunami,7,24,
2016,8,19,7,33,-55.285,-31.877,SOUTHERN ATLANTIC OCEAN,UK TERRITORY,Southwest Atlantic Ocean,Earthquake,Probable Tsunami,7.4,10,
2016,8,12,1,26,-22.477,173.117,LOYALTY ISLANDS,NEW CALEDONIA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.2,16,
2014,10,14,3,51,12.526,-88.123,GULF OF FONSECA,EL SALVADOR,West Coast of North and Central America,Earthquake,Definite Tsunami,7.3,40,
2001,10,12,5,2,52.63,-132.2,QUEEN CHARLOTTE ISLANDS,CANADA,West Coast of North and Central America,Earthquake,Definite Tsunami,6.1,20,
2016,11,13,11,2,-42.737,173.054,OFF EAST COAST OF SOUTH ISLAND,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,7.8,15,
2016,9,1,16,37,-37.359,179.146,GISBORNE,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,7,19,
2016,11,24,18,43,11.96,-88.835,NICARAGUA,NICARAGUA,West Coast of North and Central America,Earthquake,Definite Tsunami,6.9,33,
2016,12,17,10,51,-4.505,153.522,SOLOMON SEA,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.9,95,
2016,12,8,17,38,-10.681,161.327,SOLOMON ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.8,40,
1919,8,19,,,10.6,-71.6,LAGO DE MARACAIBO,VENEZUELA,Caribbean Sea,Earthquake,Event that only caused a seiche or disturbance in an inland river,,,
1962,1,11,5,5,43.3,17.1,DALMATIAN COASTS,CROATIA,Mediterranean Sea,Earthquake,Probable Tsunami,6.1,33,
2016,12,9,19,11,-10.749,161.132,SOLOMON ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,6.9,20,
2016,11,21,20,59,37.393,141.387,E. COAST HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,6.9,9,
1967,10,,,,59.621,-151.106,"GREWINGK, AK",USA,Alaska (including Aleutian Islands),Landslide,Event that only caused a seiche or disturbance in an inland river,,,
1996,9,5,23,42,21.898,121.498,TAIWAN REGION,TAIWAN,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,6.8,20,
2017,1,22,4,31,-6.246,155.172,BOUGAINVILLE ISLAND,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.9,135,
2016,12,25,14,22,-43.517,-74.391,SOUTHERN CHILE,CHILE,West Coast of South America,Earthquake,Definite Tsunami,7.6,30,
2017,1,3,21,53,-19.373,176.052,FIJI ISLANDS,FIJI,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,6.9,12,
2017,4,28,20,23,5.504,125.066,"SOCCSKSARGEN, PHILIPPINES",PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,6.9,26,
2017,5,1,12,31,59.852,-136.677,"SKAGWAY, AK",USA,Alaska (including Aleutian Islands),Earthquake,Definite Tsunami,6.2,1,
2017,4,24,21,39,-33.038,-72.062,CENTRAL CHILE,CHILE,West Coast of South America,Earthquake,Definite Tsunami,6.9,28,
2017,6,17,23,39,71.813,-52.569,"KARRAT FJORD, GREENLAND",GREENLAND,Northwest Atlantic Ocean,Landslide,Definite Tsunami,,0,
2017,7,17,23,35,54.443,168.857,BERING ISLAND,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,7.7,10,
2017,7,20,22,31,36.929,27.414,GULF OF GÖKOVA,TURKEY,Mediterranean Sea,Earthquake,Definite Tsunami,6.6,7,
1833,9,18,10,45,-18.251,-71.01,S. PERU,PERU,West Coast of South America,Earthquake,Very Doubtful Tsunami,7.7,60,
2017,6,12,12,28,38.93,26.365,LESBOS,GREECE,Mediterranean Sea,Earthquake,Definite Tsunami,6.3,12,
1975,12,16,21,1,-18.672,178.464,FIJI ISLANDS,FIJI,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake and Landslide,Probable Tsunami,4.9,33,
1948,5,23,9,13,37.2,121.8,SHANDONG PROVINCE,CHINA,"China, North and South Korea, Philippines, Taiwan",Earthquake,Questionable Tsunami,6,,
2017,11,1,2,24,-21.648,168.859,LOYALTY ISLANDS,NEW CALEDONIA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,6.6,22,
1950,12,2,19,51,-18.25,167.5,VANUATU ISLANDS,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Probable Tsunami,7.8,60,
2017,10,31,0,43,-21.697,169.149,LOYALTY ISLANDS,NEW CALEDONIA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,6.7,24,
1844,5,,,,11.2,-84.8,LAKE NICARAGUA,NICARAGUA,West Coast of North and Central America,Earthquake,Event that only caused a seiche or disturbance in an inland river,7.4,,
2017,9,8,4,49,14.761,-94.103,S. MEXICO,MEXICO,West Coast of North and Central America,Earthquake,Definite Tsunami,8.2,46,
1908,4,6,,,45.77,-75.6,NOTRE DAME DE LA SALETTE,CANADA,"East Coast USA and Canada, St Pierre and Miquelon",Landslide,Event that only caused a seiche or disturbance in an inland river,,,
2018,1,10,2,51,17.474,-83.519,OFF COAST OF HONDURAS,HONDURAS,Caribbean Sea,Earthquake,Definite Tsunami,7.5,10,
2018,1,23,9,31,56.046,-149.073,"KODIAK ISLAND, AK",USA,Alaska (including Aleutian Islands),Earthquake,Definite Tsunami,7.9,25,
2017,11,19,22,43,-21.325,168.672,LOYALTY ISLANDS,NEW CALEDONIA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7,10,
1976,7,11,16,54,7.4,-78.1,PANAMA,PANAMA,West Coast of North and Central America,Earthquake,Very Doubtful Tsunami,6.7,22,
